Title,EpisodeDuration(in Minutes),Genres,Actors,Rating,Votes,Updated Years
Haven,29,"Crime, Drama, Fantasy","Emily Rose, Lucas Bryant, Eric Balfour, Richard Donat",7.5,35867,2010
Las chicas del cable,49,Drama,"Blanca Suárez, Yon González, Ana Fernández, Nadia de Santiago",7.6,12669,2017
Continuum,28,"Action, Sci-Fi, Thriller","Rachel Nichols, Victor Webster, Erik Knudsen, Stephen Lobo",7.6,58387,I 20
Love Child,29,Drama,"Jessica Marais, Mandy McElhinney, Miranda Tapsell, Sophie Bloom",7.6,1104,2014
Ask Laftan Anlamaz,44,"Comedy, Romance","Hande Erçel, Burak Deniz, Özcan Tekdemir, Merve Çagiran",7.6,5908,2016
The Masked Singer,55,"Game-Show, Music, Reality-TV","Jenny McCarthy, Ken Jeong, Nicole Scherzinger, Robin Thicke",6.1,3201,2019
Mozart in the Jungle,60,"Comedy, Drama, Music","Gael García Bernal, Lola Kirke, Saffron Burrows, Hannah Dunne",8.1,23291,2014
3%,30,"Action, Drama, Sci-Fi","Bianca Comparato, Vaneza Oliveira, Rodolfo Valente, Zezé Motta",7.4,22650,2016
Flight of the Conchords,45,"Comedy, Music, Musical","Jemaine Clement, Bret McKenzie, Rhys Darby, Kristen Schaal",8.5,56140,2007
Gavin & Stacey,80,"Comedy, Romance","Mathew Horne, Joanna Page, Alison Steadman, Ruth Jones",8.1,17467,2007
Cloak & Dagger,30,"Action, Adventure, Drama","Olivia Holt, Aubrey Joseph, Gloria Reuben, Emma Lahana",6.7,17970,2018
Carnivàle,50,"Drama, Fantasy, Mystery","Michael J. Anderson, Adrienne Barbeau, Clancy Brown, Debra Christofferson",8.4,42850,2003
The Tunnel,60,"Crime, Drama, Mystery","Stephen Dillane, Clémence Poésy, Cédric Vieira, Angel Coulby",7.9,7970,2013
Sex Life,42,Documentary,"Rev Rucifer, Barbara Ann Duffy, Vera Duffy, Natasha Estrada",6,83,2019
Mako Mermaids,30,"Adventure, Comedy, Drama","Chai Hansen, Dominic Deutscher, Gemma Forsyth, Rowan Hills",6.8,3353,2013
Breathe,44,"Drama, Thriller","Madhavan, Amit Sadh, Sapna Pabbi, Shriswara",8.3,17093,2018
Aseudal Yeondaegi,44,"Action, Drama, Fantasy","Song Joong-ki, Kim Ji-Won, Jang Dong-Gun, Kim Ok-bin",8.4,3083,2019
El juego de las llaves,50,"Drama, Romance","Maite Perroni, Humberto Busto, Fabiola Campomanes, Hugo Catalán",6.8,1190,2019
Delhi Crime,26,"Crime, Drama","Shefali Shah, Rajesh Tailang, Rasika Dugal, Anurag Arora",8.5,15151,2019
The Syndicate,24,"Drama, Mystery","Lorraine Bruce, Katherine Rose Morley, Kieran Urquhart, Taj Atwal",7.5,1425,I 20
Rookie Blue,44,"Crime, Drama","Missy Peregrym, Gregory Smith, Enuka Okuma, Travis Milne",7.7,16207,2010
Toast of London,22,Comedy,"Matt Berry, Robert Bathurst, Doon Mackichan, Shazad Latif",8.2,6955,2012
The Real Housewives of New York City,30,Reality-TV,"Ramona Singer, Luann de Lesseps, Sonja Morgan, Bethenny Frankel",4.5,3155,2008
Dollhouse,22,"Drama, Mystery, Sci-Fi","Eliza Dushku, Harry Lennix, Fran Kranz, Tahmoh Penikett",7.7,46896,2009
Alta mar,30,"Crime, Drama, Mystery","Ivana Baquero, Jon Kortajarena, Alejandra Onieva, Eloy Azorín",6.8,6323,2019
Tuca & Bertie,180,"Animation, Comedy","Tiffany Haddish, Ali Wong, Steven Yeun, Nicole Byer",7.4,5356,2019
Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai,29,"Animation, Drama, Fantasy","Kaito Ishikawa, Asami Seto, Yurika Kubo, Atsumi Tanezaki",8.2,5788,2018
Legend of the Seeker,60,"Action, Adventure, Drama","Craig Horner, Bridget Regan, Bruce Spence, Craig Parker",7.6,33665,2008
My Little Pony: Friendship Is Magic,60,"Animation, Adventure, Comedy","Ashleigh Ball, Tara Strong, Tabitha St. Germain, Andrea Libman",7.6,19309,2010
Corner Gas,22,Comedy,"Brent Butt, Gabrielle Miller, Fred Ewanuick, Eric Peterson",8.1,6308,2004
Liv and Maddie,30,"Comedy, Drama, Family","Dove Cameron, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha",6.3,7089,2013
The Mick,90,Comedy,"Kaitlin Olson, ""Sofia Black-DElia"", Thomas Barbusca, Carla Jimenez",7.8,14395,2017
Whitechapel,30,"Crime, Mystery, Thriller","Rupert Penry-Jones, Phil Davis, Steve Pemberton, Sam Stockman",7.9,11737,2009
Please Like Me,23,"Comedy, Drama, Romance","Josh Thomas, Thomas Ward, John, Debra Lawrance",8.5,15755,2013
Hustle,22,"Crime, Drama, Mystery","Robert Glenister, Robert Vaughn, Rob Jarvis, Adrian Lester",8.1,21683,2004
Troy: Fall of a City,30,"Action, Adventure, Fantasy","Louis Hunter, Christiaan Schoombie, Bella Dayne, Chloe Pirrie",3.8,12668,2018
The Unicorn,60,"Comedy, Drama, Family","Walton Goggins, Rob Corddry, Omar Benson Miller, Maya Lynne Robinson",7.2,3576,2019
Kidding,30,"Comedy, Drama","Jim Carrey, Frank Langella, Judy Greer, Cole Allen",8,16629,2018
Kara Sevda,60,"Drama, Romance","Burak Özçivit, Neslihan Atagül, Kaan Urgancioglu, Orhan Güner",7.2,7353,2015
Vice Principals,60,Comedy,"Danny McBride, Walton Goggins, Sheaun McKinney, Georgia King",8,22050,2016
Fire Force,50,"Animation, Action, Drama","Gakuto Kajiwara, Kazuya Nakai, Christopher Wehkamp, Yûsuke Kobayashi",7.7,4242,2019
Suburgatory,24,Comedy,"Jeremy Sisto, Jane Levy, Carly Chaikin, Allie Grant",7.2,30876,2011
Toy Boy,42,"Crime, Drama, Thriller","Jesús Mosquera, Cristina Castaño, María Pedraza, José de la Torre",6.4,5611,2019
Man Down,22,Comedy,"Greg Davies, Roisin Conaty, Mike Wozniak, Gwyneth Powell",7.6,3372,2013
The Split,48,Drama,"Nicola Walker, Stephen Mangan, Annabel Scholey, Fiona Button",7.7,4103,2018
Hung,43,"Comedy, Drama","Thomas Jane, Jane Adams, Charlie Saxton, Sianoa Smit-McPhee",7.1,21001,2009
Bimilui Soop,53,"Crime, Drama, Mystery","Cho Seung-woo, Bae Doona, Lee Joon-hyuk, Jeon Bae-soo",8.6,6132,2017
Ackley Bridge,60,"Drama, Romance","Sunetra Sarker, Lorraine Cheshire, Nazmeen Kauser, Jo Joyner",7.2,1381,2017
Raising Dion,60,"Drama, Sci-Fi","Alisha Wainwright, ""JaSiah Young"", Ali Ahn, Gavin Munn",7.2,9358,2019
Bungou Stray Dogs,41,"Animation, Action, Comedy","Mamoru Miyano, Yûto Uemura, Kaiji Tang, Yoshimasa Hosoya",7.7,3469,2016
UnREAL,30,Drama,"Shiri Appleby, Craig Bierko, Jeffrey Bowyer-Chapman, Brennan Elliott",7.8,13700,2015
Awkward.,60,"Comedy, Drama, Romance","Ashley Rickards, Beau Mirchoff, Jillian Rose Reed, Brett Davern",7.5,42935,2011
Zenra kantoku,60,"Biography, Drama","Takayuki Yamada, Shinnosuke Mitsushima, Misato Morita, Tetsuji Tamayama",7.7,4470,2019
Brassic,30,"Comedy, Drama","Joe Gilgun, Damien Molony, Michelle Keegan, Tom Hanson",8.3,5095,2019
Lark Rise to Candleford,22,"Drama, Romance","Olivia Hallinan, Sarah Lancashire, Julia Sawalha, Fergus Drysdale",8.1,6729,2008
Underbelly,51,"Action, Crime, Drama","Caroline Craig, Paul Tassone, Dieter Brummer, Daniel Roberts",8.1,4341,2008
The Cafe,43,Comedy,"Ellie Haddington, Michelle Terry, June Watson, David Troughton",7.8,664,I 20
Wanted,60,"Action, Crime, Drama","Rebecca Gibney, Geraldine Hakewill, Anthony Phelan, Nicholas Bell",7.7,4913,2016
Taken,30,"Action, Drama, Thriller","Clive Standen, Jennifer Beals, Adam Goldberg, Jessica Camacho",6.6,9782,2017
Single Parents,60,Comedy,"Taran Killam, Leighton Meester, Kimrie Lewis, Jake Choi",7.1,5099,2018
Das Boot,42,"Drama, War","Tom Wlaschiha, Franz Dinda, Leonard Scheicher, Thierry Frémont",7.4,6589,2018
The Glades,60,"Action, Crime, Drama","Matt Passmore, Kiele Sanchez, Carlos Gómez, Jordan Wall",7.5,12085,2010
He-Man and the Masters of the Universe,22,"Adventure, Animation, Family","Cam Clarke, Garry Chalk, Scott McNeil, Brian Dobson",7.4,2729,2002
Big City Greens,125,"Animation, Adventure, Comedy","Chris Houghton, Marieve Herington, Bob Joles, Artemis Pebdani",7.2,1246,2018
Reprisal,60,"Crime, Drama, Thriller","Abigail Spencer, Rodrigo Santoro, Mena Massoud, Madison Davenport",7.5,3655,2019
Velvet,22,"Adventure, Drama, Romance","Paula Echevarría, Miguel Ángel Silvestre, Aitana Sánchez-Gijón, Manuela Velasco",8.1,5369,2013
Four Weddings and a Funeral,60,"Comedy, Romance","Nathalie Emmanuel, Nikesh Patel, Rebecca Rittenhouse, John Reynolds",7.2,4615,2019
Friends from College,50,"Comedy, Drama","Keegan-Michael Key, Cobie Smulders, Annie Parisse, Nat Faxon",6.9,18738,2017
Greenleaf,49,Drama,"Merle Dandridge, Kim Hawthorne, Desiree Ross, Lamman Rucker",7.4,4521,2016
Anthony Bourdain: Parts Unknown,60,"Documentary, Adventure","Anthony Bourdain, Tom Vitale, David Scott Holloway, Eric Ripert",8.8,5143,2013
The Oval,55,Drama,"Brad Benedict, Ed Quinn, Kron Moore, Javon Johnson",4,844,2019
Star vs. the Forces of Evil,120,"Animation, Action, Adventure","Eden Sher, Adam McArthur, Grey Griffin, Daron Nefcy",8,11518,2015
The Last Drive-In with Joe Bob Briggs,43,"Comedy, Fantasy, Horror","John Bloom, Diana Prince, Yuki Nakamura, John Patrick Brennan",9.5,993,2018
RuPaul's Drag Race All Stars,45,"Game-Show, Reality-TV","RuPaul, Michelle Visage, Carson Kressley, Ross Mathews",8.5,6228,2012
The New Adventures of Old Christine,140,Comedy,"Julia Louis-Dreyfus, Clark Gregg, Hamish Linklater, Trevor Gagnon",7.1,11955,2006
Jamestown,60,"Drama, History","Naomi Battrick, Max Beesley, Claire Cox, Patsy Ferran",6.9,4113,2017
The Valhalla Murders,60,"Crime, Drama, Mystery","Aldís Amah Hamilton, Bergur Ebbi Benediktsson, Edda Björgvinsdóttir, Gunnar Bersi Björnsson",7.1,9684,2019
Wu-Tang: An American Saga,50,"Biography, Drama","Ashton Sanders, Shameik Moore, Siddiq Saunderson, Julian Elijah Martinez",8.2,3787,2019
Hidden,44,"Crime, Drama, Mystery","Sian Reese-Williams, Sion Alun Davies, Victoria Pugh, Nia Roberts",7.3,3416,2018
The Little Drummer Girl,45,"Drama, Thriller","Simona Brown, Gennady Fleyscher, Clare Holman, Daniel Litman",7.4,10011,2018
Rose and Maloney,11,"Crime, Drama","Sarah Lancashire, Phil Davis, Nisha Nayar, Susan Brown",7.4,287,2002
Constantine,28,"Crime, Drama, Fantasy","Matt Ryan, Harold Perrineau, Charles Halford, Angélica Celaya",7.5,49989,2014
Moving On,30,Drama,"Neil Bell, Alicia Brockenbrow, Olivia Fenton, Warren Brown",7.5,341,2009
Söz,60,"Action, Drama, Romance","Tolga Saritas, Meric Aral, Nihat Altinkaya, Görkem Sevindik",6.7,3084,2017
Siesta Key,21,Reality-TV,"Garrett Miller, Madisson Hausburg, Kelsey Owens, Juliette Porter",4.6,564,2017
Baegabondeu,60,"Action, Mystery, Thriller","Lee Seung-gi, Bae Suzy, Jung-hee Moon, Yun-shik Baek",8.3,4922,2019
Step Up: High Water,22,"Drama, Music","Marcus Emanuel Mitchell, Terrence Green, Ne-Yo, Naya Rivera",7.4,986,2018
Top Chef,25,"Game-Show, Reality-TV","Tom Colicchio, Padma Lakshmi, Gail Simmons, Richard Blais",7.6,5660,2006
Karppi,60,"Crime, Drama, Mystery","Pihla Viitala, Lauri Tilkanen, Mimosa Willamo, Noa Tola",7.2,7055,2018
DC Super Hero Girls,46,"Animation, Action, Adventure","Tara Strong, Kari Wahlgren, Myrna Velasco, Kimberly Brooks",7.1,867,2019
House of Lies,44,"Comedy, Drama","Don Cheadle, Kristen Bell, Ben Schwartz, Josh Lawson",7.4,24102,2012
Brockmire,23,"Comedy, Drama, Sport","Hank Azaria, Tyrel Jackson Williams, Amanda Peet, Hemky Madera",8,4856,2017
Snatch,43,"Comedy, Crime","Rupert Grint, Luke Pasqualino, Lucien Laviscount, Phoebe Dynevor",7,3735,2017
The Game,22,"Comedy, Drama, Romance","Hosea Chanchez, Wendy Raquel Robinson, Coby Bell, Pooch Hall",6.7,3990,2006
La casa de las flores,60,"Comedy, Drama","Cecilia Suárez, Claudette Maillé, Dario Yazbek Bernal, Juan Pablo Medina",7.6,6982,2018
The Venture Bros.,42,"Animation, Action, Adventure","Christopher McCulloch, James Urbaniak, Doc Hammer, Michael Sinterniklaas",8.5,23848,2003
Plebs,44,Comedy,"Tom Rosenthal, Ryan Sampson, Tom Basden, Karl Theobald",7.9,6986,2013
Love on the Spectrum,60,"Documentary, Reality-TV, Romance",,8.5,3205,2019
Dirt,42,Drama,"Courteney Cox, Ian Hart, Josh Stewart, Alexandra Breckenridge",6.9,6683,2007
Terra Nova,60,"Adventure, Drama, Mystery","""Jason OMara"", Shelley Conn, Christine Adams, Allison Miller",6.8,80681,2011
Smash,42,"Drama, Musical","Debra Messing, Jack Davenport, Katharine McPhee, Christian Borle",7.7,16595,2012
Justice League Unlimited,60,"Animation, Action, Adventure","George Newbern, Kevin Conroy, Phil LaMarr, Carl Lumbly",8.7,12124,2004
Defiance,22,"Action, Drama, Sci-Fi","Grant Bowler, Stephanie Leonidas, Julie Benz, Graham Greene",7,40941,2013
Banana Fish,30,"Animation, Action, Adventure","Jun Fukuyama, Makoto Furukawa, Hiroaki Hirata, Yoshimasa Hosoya",8.2,3078,2018
The Guardian,90,"Crime, Drama","Simon Baker, Alan Rosenberg, Raphael Sbarge, Dabney Coleman",7.4,4758,2001
Aquarius,42,"Biography, Crime, Drama","David Duchovny, Grey Damon, Gethin Anthony, Emma Dumont",7.1,11425,2015
The Son,23,"Drama, Western","Pierce Brosnan, Jacob Lofland, Henry Garrett, Paola Nuñez",7.5,5489,2017
Berlin Station,60,"Drama, Thriller","Leland Orser, Michelle Forbes, Mina Tander, Rhys Ifans",7.6,7840,2016
Rosewood,24,"Crime, Drama, Mystery","Morris Chestnut, Jaina Lee Ortiz, Gabrielle Dennis, Anna Konkle",6.7,7077,2015
Rectify,60,Drama,"Aden Young, Abigail Spencer, J. Smith-Cameron, Adelaide Clemens",8.3,25082,2013
Flashforward,29,"Drama, Mystery, Sci-Fi","Courtney B. Vance, Joseph Fiennes, Jack Davenport, Zachary Knighton",7.6,59430,2009
Kimbiseoga wae geureolkka,22,"Comedy, Mystery, Romance","Park Min-Young, Seo Jun Park, Lee Tae-Hwan, Kim Byeong-Ok",8.1,7162,2018
Chappelle's Show,30,"Comedy, Music","Dave Chappelle, Donnell Rawlings, Rudy Rush, Charlie Murphy",8.8,56784,2003
Limetown,30,"Crime, Mystery, Sci-Fi","Jessica Biel, Stanley Tucci, Omar Elba, Sherri Saum",6.6,1826,2019
Ezel,30,"Crime, Drama, Thriller","Kenan Imirzalioglu, Cansu Dere, Yigit Özsener, Baris Falay",8.6,28716,2009
Killjoys,60,"Action, Adventure, Sci-Fi","Hannah John-Kamen, Aaron Ashmore, Luke Macfarlane, Tamsen McDonough",7.2,20555,2015
Beastars,60,"Animation, Crime, Drama","Chikahiro Kobayashi, Yuki Ono, Sayaka Senbongi, Fukushi Ochiai",7.8,6739,2019
Army Wives,41,"Drama, Romance, War","Brian McNamara, Wendy Davis, Catherine Bell, Sterling K. Brown",7.3,6989,2007
Tate no Yuusha no Nariagari,52,"Animation, Action, Adventure","Kaito Ishikawa, Asami Seto, Billy Kametz, Erica Mendez",8.1,7565,2018
Naked Attraction,43,"Game-Show, Romance","Anna Richardson, Sarah Jayne Snow, Melissa Edden, Brianna Jones",5.4,792,2016
Sweetbitter,24,Drama,"Ella Purnell, Tom Sturridge, Evan Jonigkeit, Eden Epstein",7.1,3609,2018
Louie,26,"Comedy, Drama","Louis C.K., Hadley Delany, Ursula Parker, Pamela Adlon",8.5,75197,2010
Trinkets,44,"Comedy, Crime, Drama","Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Odiseas Georgiadis",7.1,7803,2019
Dear White People,60,"Comedy, Drama","Antoinette Robertson, Logan Browning, Brandon P Bell, DeRon Horton",6.2,22758,2017
El vecino,60,"Action, Comedy","Quim Gutiérrez, Clara Lago, Adrián Pino, Catalina Sopelana",6.6,1841,2019
Içerde,24,"Action, Crime, Drama","Çagatay Ulusoy, Aras Bulut Iynemli, Çetin Tekindor, Nihal G. Koldas",8,16195,2016
Tell Me You Love Me,90,"Drama, Romance","Michelle Borth, Tim DeKay, Aislinn Paul, Adam Scott",7.3,3536,2007
Flashpoint,30,"Action, Adventure, Crime","Hugh Dillon, Amy Jo Johnson, David Paetkau, Sergio Di Zio",7.7,16648,2008
"Luchshe, chem lyudi",44,"Drama, Sci-Fi","Paulina Andreeva, Kirill Käro, Aleksandr Ustyugov, Olga Lomonosova",7.4,7271,2018
The Catch,42,"Crime, Drama, Romance","Mireille Enos, Peter Krause, Jay Hayden, Rose Rollins",7.2,10577,2016
Bishôjo senshi Sêrâ Mûn Crystal,80,"Animation, Action, Adventure","Patricia Acevedo, Kotono Mitsuishi, Ryô Hirohashi, Kenji Nojima",8,1867,2014
Living with Yourself,nan,"Comedy, Drama, Sci-Fi","Paul Rudd, Aisling Bea, Desmin Borges, Karen Pittman",7.2,26552,2019
Bunheads,nan,"Comedy, Drama, Family","Sutton Foster, Kaitlyn Jenkins, Julia Goldani Telles, Bailey De Young",7.6,7957,2012
Hwarang,nan,"Comedy, Drama, History","Seo Jun Park, Go Ara, Park Hyung-Sik, Choi Minho",8,2538,2016
Broken,nan,Drama,"Sean Bean, Fin Campbell, Adrian Dunbar, Sam Rintoul",8.1,2612,2017
Isekai Mao to Shokan Shojo no Dorei Majutsu,nan,"Animation, Adventure, Comedy","Masaaki Mizunaka, Yû Serizawa, Azumi Waki, Jad Saxton",7.1,2159,2018
Van der Valk,nan,"Crime, Drama, Thriller","Marc Warren, Maimie McCoy, Luke Allen-Gale, Elliot Barnes-Worrell",6.6,1844,2020
Key and Peele,nan,"Action, Adventure, Comedy","Keegan-Michael Key, Jordan Peele, Metta World Peace, Brendan Hunt",8.3,17922,2012
Mary Kills People,nan,Drama,"Caroline Dhavernas, Jay Ryan, Richard Short, Katie Douglas",7.5,3639,2017
Dance Moms,nan,Reality-TV,"Abby Lee Miller, Nia Sioux, Holly Frazier, Kendall Vertes",4.7,5835,2011
Leyla ile Mecnun,nan,"Adventure, Comedy, Drama","Ali Atay, Ahmet Mümtaz Taylan, Serkan Keskin, Osman Sonant",9.1,90185,2011
Kickin' It,22,"Action, Comedy, Family","Leo Howard, Dylan Riley Snyder, Mateo Arias, Jason Earles",6.5,4931,2011
Liar,45,"Crime, Drama, Thriller","Joanne Froggatt, Ioan Gruffudd, Zoë Tapper, Danny Webb",7.1,7642,2017
V-Wars,60,"Drama, Horror, Sci-Fi","Ian Somerhalder, Adrian Holmes, Jacky Lai, Kyle Breitkopf",6.1,12462,2019
Manhunt,45,"Biography, Crime, Drama","Martin Clunes, Ian Conningham, Diveen Henry, Sule Rimi",7.4,4264,2019
The Food That Built America,45,"Documentary, History","Adam Richman, Campbell Scott, Yohuru Williams, ""Libby OConnell""",8.5,650,2019
Make It or Break It,60,"Drama, Sport","Ayla Kell, Josie Loren, Cassandra Scerbo, Candace Cameron Bure",7.5,9483,2009
Doctor Foster,30,Drama,"Suranne Jones, Bertie Carvel, Tom Taylor, Thusitha Jayasundera",7.7,16043,2015
Jean-Claude Van Johnson,27,"Action, Comedy, Drama","Kat Foster, Moises Arias, Bar Paly, Tim Peper",7.6,8430,2016
Nurse Jackie,24,"Comedy, Drama","Edie Falco, Merritt Wever, Paul Schulze, Dominic Fumusa",7.7,25051,2009
Samurai chanpurû,43,"Animation, Action, Adventure","Kazuya Nakai, Ginpei Sato, Ayako Kawasumi, Steve Blum",8.5,42271,2004
Mistresses,22,"Drama, Romance, Thriller","Alyssa Milano, Jes Macallan, Rochelle Aytes, Yunjin Kim",7.1,12778,I 20
Mixed-ish,60,Comedy,"Tika Sumpter, Mark-Paul Gosselaar, Christina Anthony, Arica Himmel",6.3,2007,2019
Primeval,24,"Action, Adventure, Drama","Andrew Lee Potts, Hannah Spearritt, Ben Miller, Juliet Aubrey",7.3,13587,2007
Gakuen mokushiroku: HIGHSCHOOL OF THE DEAD,24,"Animation, Action, Drama","""Junichi Suwabe"", Eri Kitamura, Nobuyuki Hiyama, Hitomi Harada",7.2,11447,2010
Shinmai Maou no Testament,22,"Animation, Action, Fantasy","Brian Beacock, Kira Buckland, Lauren Landa, Yu Asakawa",6.7,1871,2015
Justice League,41,"Animation, Action, Adventure","Carl Lumbly, Phil LaMarr, Michael Rosenbaum, George Newbern",8.5,42296,2001
Are You the One?,22,Reality-TV,"Ryan Devlin, Terrence Jenkins, Lewis Belt, Tomas Buenos",6.5,1956,2014
Sydney to the Max,30,"Comedy, Family","Ruth Righi, Ava Kolker, Jackson Dollinger, Ian Reed Kesler",6.3,385,2019
The Next Step,43,"Drama, Family, Romance","Victoria Baldesarra, Alexandra Beaton, Brittany Raymond, Trevor Tordjman",6.2,1679,2013
Dracula,42,"Drama, Horror, Romance","Jonathan Rhys Meyers, Jessica De Gouw, Thomas Kretschmann, Victoria Smurfit",7.3,28319,2013
The Mist,60,"Drama, Horror, Sci-Fi","Morgan Spector, Alyssa Sutherland, Gus Birney, Danica Curcic",5.4,22772,2017
Love Island,60,"Reality-TV, Romance","Iain Stirling, Caroline Flack, Dani Dyer, Jack Fincham",5.2,2564,2015
Ink Master,60,Reality-TV,"Dave Navarro, Chris Nunez, Oliver Peck, James Steinke",7.4,3312,2012
The Widow,42,"Action, Drama, Mystery","Kate Beckinsale, Ólafur Darri Ólafsson, Charles Dance, Matthew Le Nevez",6.9,8706,I 20
The Client List,470,"Crime, Drama","Jennifer Love Hewitt, Loretta Devine, Colin Egglesfield, Cybill Shepherd",6.6,11198,2011
Bancroft,60,"Crime, Drama, Mystery","Sarah Parish, Ryan McKen, Adam Long, Lee Boardman",6.8,2732,2017
Vinyl,22,"Drama, Music","Bobby Cannavale, Paul Ben-Victor, P.J. Byrne, Max Casella",7.8,22131,2016
Anger Management,24,"Comedy, Romance","Charlie Sheen, Shawnee Smith, Noureen DeWulf, Michael Arden",6.6,30141,2012
Teenage Mutant Ninja Turtles,12,"Animation, Action, Adventure","Sean Astin, Rob Paulsen, Greg Cipes, Mae Whitman",7.8,8820,2012
Helluva Boss,50,"Animation, Comedy, Crime","Brandon Rogers, Richard Steven Horvitz, Erica Lindbeck, Vivian Nixon",8.3,1596,2019
Marianne,42,"Drama, Horror, Mystery","Victoire Du Bois, Lucie Boujenah, Tiphaine Daviot, Ralph Amoussou",7.5,12531,2019
Dare Me,46,"Crime, Mystery, Thriller","Willa Fitzgerald, Herizen F. Guardiola, Marlo Kelly, Rob Heaps",6.7,3833,2019
Frayed,42,"Comedy, Drama","Frazer Hadfield, Sarah Kendall, Kerry Armstrong, Trystan Go",7.5,1133,2019
Pan Am,22,"Drama, History, Romance","Christina Ricci, Margot Robbie, Michael Mosley, Karine Vanasse",7,19150,2011
Ned's Declassified School Survival Guide,30,"Comedy, Family","Devon Werkheiser, Lindsey Shaw, Daniel Curtis Lee, Kyle Swann",7.4,16328,2004
Extras,60,"Comedy, Drama","Ricky Gervais, Ashley Jensen, Stephen Merchant, Shaun Williamson",8.3,53906,2005
Queen Sugar,41,Drama,"Rutina Wesley, Dawn-Lyen Gardner, Kofi Siriboe, Omar J. Dorsey",7.7,4134,2016
Bar Rescue,43,Reality-TV,"Jon Taffer, P.J. King, Mia Mastroianni, Russell Davis",7.6,2790,2011
